achoimre	noun	leagan gearr.	cuntas giorraithe agus gan tugtha ach na príomhphointí	broader
oideas	noun	Liosta de na nithe agus de na treoracha is gá chun bia éigin a ullmhú.	múineadh, teagasc	none
oideas	noun	Liosta de na nithe agus de na treoracha is gá chun bia éigin a ullmhú.	treoir nó ordú scríofa ó dhochtúir chun cógas a ullmhú, leigheas	none
oideas	noun	Liosta de na nithe agus de na treoracha is gá chun bia éigin a ullmhú.	liosta de na nithe agus de na treoracha is gá chun bia éigin a ullmhú	exact
oide	noun	múinteoir, teagascóir.	múinteoir, teagascóir	exact
zú	noun	Páirc phoiblí ina gcoinnítear agus a dtaispeántar ainmhithe fiáine.	páirc phoiblí ina gcoinnítear agus a dtaispeántar ainmhithe fiáine	exact
zó-eolaíocht	noun	Eolaíocht bheatha na n-ainmhithe.	eolaíocht bheatha na n-ainmhithe	exact
iarla	noun	uasal ardchéime idir marcas agus bíocunta.	uasal ardchéime idir marcas agus bíocunta	exact
bíocunta	noun	Fear uasal atá faoi bhun iarla i gcéim.	fear uasal atá faoi bhun iarla i gcéim	exact
marcas	noun	uasal díreach faoi bhun diúic i gcéim.	uasal díreach faoi bhun diúic i gcéim	exact
uasal	noun	duine céimiúil gradamach.	duine céimiúil gradamach	exact
uasal	noun	duine céimiúil gradamach.	duine breá galánta	none
uasal	noun	duine céimiúil gradamach.	duine mín macánta	none
uasal	noun	duine breá galánta.	duine céimiúil gradamach	none
uasal	noun	duine breá galánta.	duine breá galánta	exact
uasal	noun	duine breá galánta.	duine mín macánta	none
uasal	noun	duine mín macánta.	duine céimiúil gradamach	none
uasal	noun	duine mín macánta.	duine breá galánta	none
uasal	noun	duine mín macánta.	duine mín macánta	exact
uasal	adjective	céimiúil, gradamach.	duine céimiúil gradamach	related
uasal	adjective	céimiúil, gradamach.	duine breá galánta	none
uasal	adjective	céimiúil, gradamach.	duine mín macánta	none
uasal	adjective	Faoi thréithe an duine uasail, galánta.	duine céimiúil gradamach	none
uasal	adjective	Faoi thréithe an duine uasail, galánta.	duine breá galánta	related
uasal	adjective	Faoi thréithe an duine uasail, galánta.	duine mín macánta	none
uasal	adjective	luachmhar (cloch uasal; éadaí uaisle).	duine céimiúil gradamach	none
uasal	adjective	luachmhar (cloch uasal; éadaí uaisle).	duine breá galánta	none
uasal	adjective	luachmhar (cloch uasal; éadaí uaisle).	duine mín macánta	none
uasal	adjective	(le teideal) (Seán Uasal Ó Murchú).	duine céimiúil gradamach	none
uasal	adjective	(le teideal) (Seán Uasal Ó Murchú).	duine breá galánta	none
uasal	adjective	(le teideal) (Seán Uasal Ó Murchú).	duine mín macánta	none
cuideachta	noun	gasra daoine le chéile, comhluadar (i gcuideachta duine; is breá an chuideachta iad).	gasra daoine le chéile, comhluadar	exact
cuideachta	noun	gasra daoine le chéile, comhluadar (i gcuideachta duine; is breá an chuideachta iad).	greann, spórt, caitheamh aimsire	none
cuideachta	noun	gasra daoine le chéile, comhluadar (i gcuideachta duine; is breá an chuideachta iad).	comhlacht gnó	none
cuideachta	noun	greann, spórt, caitheamh aimsire (déanfaidh sé cuideachta dúinn).	gasra daoine le chéile, comhluadar	none
cuideachta	noun	greann, spórt, caitheamh aimsire (déanfaidh sé cuideachta dúinn).	greann, spórt, caitheamh aimsire	exact
cuideachta	noun	greann, spórt, caitheamh aimsire (déanfaidh sé cuideachta dúinn).	comhlacht gnó	none
cuideachta	noun	comhlacht gnó.	gasra daoine le chéile, comhluadar	none
cuideachta	noun	comhlacht gnó.	greann, spórt, caitheamh aimsire	none
cuideachta	noun	comhlacht gnó.	comhlacht gnó	exact
abairt	noun	Focail i ndiaidh a chéile a dhéanann ráiteas iomlán (tá siad ag teacht, fág ansin é, cá bhfuil siad anois? fuist, a dhuine!).	focail i ndiaidh a chéile a dhéanann ráiteas iomlán	exact
ádh	noun	fortún, seans.	fortún, seans	exact
ál	noun	An méid rudaí óga a bheireann ainmhí in éineacht (ál banbh).	an méid rudaí óga a bheireann ainmhí in éineacht	exact
ál	noun	An méid rudaí óga a bheireann ainmhí in éineacht (ál banbh).	an méid éan óg a thagann amach in éineacht i nead	none
ál	noun	An méid éan óg a thagann amach in éineacht i nead (ál sicíní).	an méid rudaí óga a bheireann ainmhí in éineacht	none
ál	noun	An méid éan óg a thagann amach in éineacht i nead (ál sicíní).	an méid éan óg a thagann amach in éineacht i nead	exact
anam	noun	An spiorad nó an chuid inmheánach den duine a chreidtear a mhaireann tar éis a bháis.	an spiorad nó an chuid inmheánach den duine a chreidtear a mhaireann tar éis a bháis	exact
anam	noun	An spiorad nó an chuid inmheánach den duine a chreidtear a mhaireann tar éis a bháis.	beatha	none
anam	noun	An spiorad nó an chuid inmheánach den duine a chreidtear a mhaireann tar éis a bháis.	brí, fuinneamh	none
anam	noun	beatha (thit an t-anam as).	an spiorad nó an chuid inmheánach den duine a chreidtear a mhaireann tar éis a bháis	none
anam	noun	beatha (thit an t-anam as).	beatha	exact
anam	noun	beatha (thit an t-anam as).	brí, fuinneamh	none
anam	noun	brí, fuinneamh (cuir anam ionat féin).	an spiorad nó an chuid inmheánach den duine a chreidtear a mhaireann tar éis a bháis	none
anam	noun	brí, fuinneamh (cuir anam ionat féin).	beatha	none
anam	noun	brí, fuinneamh (cuir anam ionat féin).	brí, fuinneamh	exact
anseo	adverb	San áit seo.	san áit seo	exact
anseo	adverb	San áit seo.	ar an saol seo	none
anseo	adverb	Ar an saol seo.	san áit seo	none
anseo	adverb	Ar an saol seo.	ar an saol seo	exact
báicéir	noun	duine a bhácálann arán nó cístí milse don phobal.	duine a bhácálann arán nó cístí milse don phobal	exact
huscaí	noun	gadhar a úsáideann na hEiscimigh chun carranna sleamhnáin a tharraingt.	gadhar a úsáideann na hEiscimigh chun carranna sleamhnáin a tharraingt	exact
barda	noun	seomra mór in ospidéal agus leapacha do dhaoine breoite ann.	seomra mór in ospidéal agus leapacha do dhaoine breoite ann	exact
barda	noun	seomra mór in ospidéal agus leapacha do dhaoine breoite ann.	roinn riaracháin de chathair	none
barda	noun	roinn riaracháin de chathair.	seomra mór in ospidéal agus leapacha do dhaoine breoite ann	none
barda	noun	roinn riaracháin de chathair.	roinn riaracháin de chathair	exact
seomra	noun	roinn inmheánach de theach (seomra leapa; seomra scoile).	roinn inmheánach de theach	exact
ospidéal	noun	áit a gcuirtear cóir leighis ar othair.	áit a gcuirtear cóir leighis ar othair	exact
áit	noun	ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud.	ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud	exact
áit	noun	ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud.	achar atá curtha ar leith do ghnó áirithe	none
áit	noun	ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud.	comharsanacht	none
áit	noun	ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud.	sealúchas	none
áit	noun	ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud.	suíomh áirithe	none
áit	noun	achar atá curtha ar leith do ghnó áirithe (áit cathaoireach).	ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud	none
áit	noun	achar atá curtha ar leith do ghnó áirithe (áit cathaoireach).	achar atá curtha ar leith do ghnó áirithe	exact
áit	noun	achar atá curtha ar leith do ghnó áirithe (áit cathaoireach).	comharsanacht	none
áit	noun	achar atá curtha ar leith do ghnó áirithe (áit cathaoireach).	sealúchas	none
áit	noun	achar atá curtha ar leith do ghnó áirithe (áit cathaoireach).	suíomh áirithe	none
áit	noun	comharsanacht (duine ón áit).	ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud	none
áit	noun	comharsanacht (duine ón áit).	achar atá curtha ar leith do ghnó áirithe	none
áit	noun	comharsanacht (duine ón áit).	comharsanacht	exact
áit	noun	comharsanacht (duine ón áit).	sealúchas	none
áit	noun	comharsanacht (duine ón áit).	suíomh áirithe	none
áit	noun	sealúchas (teach agus áit).	ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud	none
áit	noun	sealúchas (teach agus áit).	achar atá curtha ar leith do ghnó áirithe	none
áit	noun	sealúchas (teach agus áit).	comharsanacht	none
áit	noun	sealúchas (teach agus áit).	sealúchas	exact
áit	noun	sealúchas (teach agus áit).	suíomh áirithe	none
áit	noun	suíomh áirithe (m'áit sa rang; tá sé as áit).	ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud	none
áit	noun	suíomh áirithe (m'áit sa rang; tá sé as áit).	achar atá curtha ar leith do ghnó áirithe	none
áit	noun	suíomh áirithe (m'áit sa rang; tá sé as áit).	comharsanacht	none
áit	noun	suíomh áirithe (m'áit sa rang; tá sé as áit).	sealúchas	none
áit	noun	suíomh áirithe (m'áit sa rang; tá sé as áit).	suíomh áirithe	exact
roinn	noun	cuid roinnte (an roinn seo tíre).	cuid roinnte	exact
roinn	noun	cuid roinnte (an roinn seo tíre).	cuid ar leith	none
roinn	noun	cuid ar leith (Ranna Stáit).	cuid roinnte	none
roinn	noun	cuid ar leith (Ranna Stáit).	cuid ar leith	exact
roinn	verb	riar ina chodanna (rud a roinnt ar dhaoine; cártaí a roinnt).	cuid roinnte	related
roinn	verb	riar ina chodanna (rud a roinnt ar dhaoine; cártaí a roinnt).	cuid ar leith	none
roinn	verb	baint (tá trioblóid ag roinnt leis sin).	cuid roinnte	none
roinn	verb	baint (tá trioblóid ag roinnt leis sin).	cuid ar leith	none
roinn	verb	cur isteach i (céad a roinnt ar dheich).	cuid roinnte	none
roinn	verb	cur isteach i (céad a roinnt ar dheich).	cuid ar leith	none
roinn	verb	méid áirithe, cuid (tá roinnt mhaith airgid aige).	cuid roinnte	none
roinn	verb	méid áirithe, cuid (tá roinnt mhaith airgid aige).	cuid ar leith	none
roinn	verb	beagán (tá sé roinnt cosúil leat).	cuid roinnte	none
roinn	verb	beagán (tá sé roinnt cosúil leat).	cuid ar leith	none
cuid	noun	páirt, roinnt (déan trí chuid de).	páirt, roinnt	exact
cuid	noun	páirt, roinnt (déan trí chuid de).	cion duine amháin	none
cuid	noun	páirt, roinnt (déan trí chuid de).	ábhar	none
cuid	noun	páirt, roinnt (déan trí chuid de).	bia, beatha	none
cuid	noun	cion duine amháin (sin é do chuid de; mo chuid éadaigh; iníon dá chuid).	páirt, roinnt	none
cuid	noun	cion duine amháin (sin é do chuid de; mo chuid éadaigh; iníon dá chuid).	cion duine amháin	exact
cuid	noun	cion duine amháin (sin é do chuid de; mo chuid éadaigh; iníon dá chuid).	ábhar	none
cuid	noun	cion duine amháin (sin é do chuid de; mo chuid éadaigh; iníon dá chuid).	bia, beatha	none
cuid	noun	ábhar (tá cuid súl inti, ní cuid iontais é).	páirt, roinnt	none
cuid	noun	ábhar (tá cuid súl inti, ní cuid iontais é).	cion duine amháin	none
cuid	noun	ábhar (tá cuid súl inti, ní cuid iontais é).	ábhar	exact
cuid	noun	ábhar (tá cuid súl inti, ní cuid iontais é).	bia, beatha	none
cuid	noun	bia, beatha (do chuid a chaitheamh; ag tuilleamh a choda).	páirt, roinnt	none
cuid	noun	bia, beatha (do chuid a chaitheamh; ag tuilleamh a choda).	cion duine amháin	none
cuid	noun	bia, beatha (do chuid a chaitheamh; ag tuilleamh a choda).	ábhar	none
cuid	noun	bia, beatha (do chuid a chaitheamh; ag tuilleamh a choda).	bia, beatha	exact
amháin	adjective	singil, aonair (duine amháin).	singil, aonair	exact
amháin	adjective	singil, aonair (duine amháin).	gan níos mó ná sin	none
amháin	adjective	Gan níos mó ná sin (sinn féin amháin).	singil, aonair	none
amháin	adjective	Gan níos mó ná sin (sinn féin amháin).	gan níos mó ná sin	exact
píosa	noun	cuid, blúire (píosa feola, píosa den tír).	cuid, blúire	exact
píosa	noun	cuid, blúire (píosa feola, píosa den tír).	paiste	none
píosa	noun	cuid, blúire (píosa feola, píosa den tír).	stráice (píosa éadaigh)	none
píosa	noun	cuid, blúire (píosa feola, píosa den tír).	dréacht liteartha nó ceoil	none
píosa	noun	cuid, blúire (píosa feola, píosa den tír).	mona, bonn	none
píosa	noun	paiste.	cuid, blúire	none
píosa	noun	paiste.	paiste	exact
píosa	noun	paiste.	stráice (píosa éadaigh)	none
píosa	noun	paiste.	dréacht liteartha nó ceoil	none
píosa	noun	paiste.	mona, bonn	none
píosa	noun	stráice (píosa éadaigh).	cuid, blúire	none
píosa	noun	stráice (píosa éadaigh).	paiste	none
píosa	noun	stráice (píosa éadaigh).	stráice (píosa éadaigh)	exact
píosa	noun	stráice (píosa éadaigh).	dréacht liteartha nó ceoil	none
píosa	noun	stráice (píosa éadaigh).	mona, bonn	none
píosa	noun	dréacht liteartha nó ceoil.	cuid, blúire	none
píosa	noun	dréacht liteartha nó ceoil.	paiste	none
píosa	noun	dréacht liteartha nó ceoil.	stráice (píosa éadaigh)	none
píosa	noun	dréacht liteartha nó ceoil.	dréacht liteartha nó ceoil	exact
píosa	noun	dréacht liteartha nó ceoil.	mona, bonn	none
píosa	noun	mona, bonn (píosa óir, píosa deich bpingine).	cuid, blúire	none
píosa	noun	mona, bonn (píosa óir, píosa deich bpingine).	paiste	none
píosa	noun	mona, bonn (píosa óir, píosa deich bpingine).	stráice (píosa éadaigh)	none
píosa	noun	mona, bonn (píosa óir, píosa deich bpingine).	dréacht liteartha nó ceoil	none
píosa	noun	mona, bonn (píosa óir, píosa deich bpingine).	mona, bonn	exact
roinnt	noun	riar ina chodanna (rud a roinnt ar dhaoine; cártaí a roinnt).	riar ina chodanna	exact
roinnt	noun	riar ina chodanna (rud a roinnt ar dhaoine; cártaí a roinnt).	baint	none
roinnt	noun	riar ina chodanna (rud a roinnt ar dhaoine; cártaí a roinnt).	cur isteach i	none
roinnt	noun	riar ina chodanna (rud a roinnt ar dhaoine; cártaí a roinnt).	méid áirithe, cuid	none
roinnt	noun	riar ina chodanna (rud a roinnt ar dhaoine; cártaí a roinnt).	beagán	none
roinnt	noun	baint (tá trioblóid ag roinnt leis sin).	riar ina chodanna	none
roinnt	noun	baint (tá trioblóid ag roinnt leis sin).	baint	exact
roinnt	noun	baint (tá trioblóid ag roinnt leis sin).	cur isteach i	none
roinnt	noun	baint (tá trioblóid ag roinnt leis sin).	méid áirithe, cuid	none
roinnt	noun	baint (tá trioblóid ag roinnt leis sin).	beagán	none
roinnt	noun	Cur isteach i (céad a roinnt ar dheich).	riar ina chodanna	none
roinnt	noun	Cur isteach i (céad a roinnt ar dheich).	baint	none
roinnt	noun	Cur isteach i (céad a roinnt ar dheich).	cur isteach i	exact
roinnt	noun	Cur isteach i (céad a roinnt ar dheich).	méid áirithe, cuid	none
roinnt	noun	Cur isteach i (céad a roinnt ar dheich).	beagán	none
roinnt	noun	méid áirithe, cuid (tá roinnt mhaith airgid aige).	riar ina chodanna	none
roinnt	noun	méid áirithe, cuid (tá roinnt mhaith airgid aige).	baint	none
roinnt	noun	méid áirithe, cuid (tá roinnt mhaith airgid aige).	cur isteach i	none
roinnt	noun	méid áirithe, cuid (tá roinnt mhaith airgid aige).	méid áirithe, cuid	exact
roinnt	noun	méid áirithe, cuid (tá roinnt mhaith airgid aige).	beagán	none
roinnt	noun	beagán (tá sé roinnt cosúil leat).	riar ina chodanna	none
roinnt	noun	beagán (tá sé roinnt cosúil leat).	baint	none
roinnt	noun	beagán (tá sé roinnt cosúil leat).	cur isteach i	none
roinnt	noun	beagán (tá sé roinnt cosúil leat).	méid áirithe, cuid	none
roinnt	noun	beagán (tá sé roinnt cosúil leat).	beagán	exact
beagán	noun	cuid bheag.	cuid bheag	exact
méid	noun	líon, uimhir, tomhas, suim (an méid airgid atá acu, an méid oibre a rinneadh, an méid agaibh atá i láthair).	toirt, téagar	exact
othar	noun	duine tinn nó breoite.	duine tinn nó breoite	exact
tinn	adjective	pianmhar, gan a bheith ar fónamh (cos thinn, súile tinne).	pianmhar, gan a bheith ar fónamh	exact
tinn	adjective	pianmhar, gan a bheith ar fónamh (cos thinn, súile tinne).	cráite	none
tinn	adjective	pianmhar, gan a bheith ar fónamh (cos thinn, súile tinne).	breoite	none
tinn	adjective	cráite (tá mo chroí tinn dóite).	pianmhar, gan a bheith ar fónamh	none
tinn	adjective	cráite (tá mo chroí tinn dóite).	cráite	exact
tinn	adjective	cráite (tá mo chroí tinn dóite).	breoite	none
tinn	adjective	breoite (tá sé tinn sa leaba).	pianmhar, gan a bheith ar fónamh	none
tinn	adjective	breoite (tá sé tinn sa leaba).	cráite	none
tinn	adjective	breoite (tá sé tinn sa leaba).	breoite	exact
breoite	adjective	easlán, tinn, gan a bheith ar fónamh.	easlán, tinn, gan a bheith ar fónamh	exact
inmheánach	adjective	laistigh, taobh istigh.	laistigh, taobh istigh	exact
pianmhar	adjective	A tharraingíonn pian, a bhfuil pian ann.	a tharraingíonn pian, a bhfuil pian ann	exact
tinneas	noun	pian, taom tinn (tinneas cinn, droma).	pian, taom tinn	exact
tinneas	noun	pian, taom tinn (tinneas cinn, droma).	cráiteacht	none
tinneas	noun	pian, taom tinn (tinneas cinn, droma).	buairt	none
tinneas	noun	pian, taom tinn (tinneas cinn, droma).	breoiteacht	none
tinneas	noun	pian, taom tinn (tinneas cinn, droma).	íona tuismidh	none
tinneas	noun	cráiteacht (tinneas croí).	pian, taom tinn	none
tinneas	noun	cráiteacht (tinneas croí).	cráiteacht	exact
tinneas	noun	cráiteacht (tinneas croí).	buairt	none
tinneas	noun	cráiteacht (tinneas croí).	breoiteacht	none
tinneas	noun	cráiteacht (tinneas croí).	íona tuismidh	none
tinneas	noun	buairt (ní hé atá ag cur tinnis air).	pian, taom tinn	none
tinneas	noun	buairt (ní hé atá ag cur tinnis air).	cráiteacht	none
tinneas	noun	buairt (ní hé atá ag cur tinnis air).	buairt	exact
tinneas	noun	buairt (ní hé atá ag cur tinnis air).	breoiteacht	none
tinneas	noun	buairt (ní hé atá ag cur tinnis air).	íona tuismidh	none
tinneas	noun	breoiteacht (tinneas farraige).	pian, taom tinn	none
tinneas	noun	breoiteacht (tinneas farraige).	cráiteacht	none
tinneas	noun	breoiteacht (tinneas farraige).	buairt	none
tinneas	noun	breoiteacht (tinneas farraige).	breoiteacht	exact
tinneas	noun	breoiteacht (tinneas farraige).	íona tuismidh	none
tinneas	noun	íona tuismidh (tinneas clainne; tinneas lao).	pian, taom tinn	none
tinneas	noun	íona tuismidh (tinneas clainne; tinneas lao).	cráiteacht	none
tinneas	noun	íona tuismidh (tinneas clainne; tinneas lao).	buairt	none
tinneas	noun	íona tuismidh (tinneas clainne; tinneas lao).	breoiteacht	none
tinneas	noun	íona tuismidh (tinneas clainne; tinneas lao).	íona tuismidh	exact
corp	noun	iomlán substainteach duine nó ainmhí, marbh nó beo (idir anam agus chorp).	iomlán substainteach duine nó ainmhí, marbh nó beo	exact
corp	noun	iomlán substainteach duine nó ainmhí, marbh nó beo (idir anam agus chorp).	duine marbh	none
corp	noun	iomlán substainteach duine nó ainmhí, marbh nó beo (idir anam agus chorp).	creatlach	none
corp	noun	iomlán substainteach duine nó ainmhí, marbh nó beo (idir anam agus chorp).	cabhail, colainn	none
corp	noun	iomlán substainteach duine nó ainmhí, marbh nó beo (idir anam agus chorp).	stoc	none
corp	noun	iomlán substainteach duine nó ainmhí, marbh nó beo (idir anam agus chorp).	iomlán	none
corp	noun	duine marbh (corp os cionn cláir, teach an choirp).	iomlán substainteach duine nó ainmhí, marbh nó beo	none
corp	noun	duine marbh (corp os cionn cláir, teach an choirp).	duine marbh	exact
corp	noun	duine marbh (corp os cionn cláir, teach an choirp).	creatlach	none
corp	noun	duine marbh (corp os cionn cláir, teach an choirp).	cabhail, colainn	none
corp	noun	duine marbh (corp os cionn cláir, teach an choirp).	stoc	none
corp	noun	duine marbh (corp os cionn cláir, teach an choirp).	iomlán	none
corp	noun	creatlach (léim sé as a chorp).	iomlán substainteach duine nó ainmhí, marbh nó beo	none
corp	noun	creatlach (léim sé as a chorp).	duine marbh	none
corp	noun	creatlach (léim sé as a chorp).	creatlach	exact
corp	noun	creatlach (léim sé as a chorp).	cabhail, colainn	none
corp	noun	creatlach (léim sé as a chorp).	stoc	none
corp	noun	creatlach (léim sé as a chorp).	iomlán	none
corp	noun	cabhail, colainn (corp gan cheann).	iomlán substainteach duine nó ainmhí, marbh nó beo	none
corp	noun	cabhail, colainn (corp gan cheann).	duine marbh	none
corp	noun	cabhail, colainn (corp gan cheann).	creatlach	none
corp	noun	cabhail, colainn (corp gan cheann).	cabhail, colainn	exact
corp	noun	cabhail, colainn (corp gan cheann).	stoc	none
corp	noun	cabhail, colainn (corp gan cheann).	iomlán	none
corp	noun	stoc (corp crainn, corp colúin).	iomlán substainteach duine nó ainmhí, marbh nó beo	none
corp	noun	stoc (corp crainn, corp colúin).	duine marbh	none
corp	noun	stoc (corp crainn, corp colúin).	creatlach	none
corp	noun	stoc (corp crainn, corp colúin).	cabhail, colainn	none
corp	noun	stoc (corp crainn, corp colúin).	stoc	exact
corp	noun	stoc (corp crainn, corp colúin).	iomlán	none
corp	noun	iomlán (is é corp na fírinne é; le corp nirt).	iomlán substainteach duine nó ainmhí, marbh nó beo	none
corp	noun	iomlán (is é corp na fírinne é; le corp nirt).	duine marbh	none
corp	noun	iomlán (is é corp na fírinne é; le corp nirt).	creatlach	none
corp	noun	iomlán (is é corp na fírinne é; le corp nirt).	cabhail, colainn	none
corp	noun	iomlán (is é corp na fírinne é; le corp nirt).	stoc	none
corp	noun	iomlán (is é corp na fírinne é; le corp nirt).	iomlán	exact
mothúchán	noun	mothú.	mothú	exact
mothúchán	noun	mothú.	tocht, corraí	none
mothúchán	noun	tocht, corraí.	mothú	none
mothúchán	noun	tocht, corraí.	tocht, corraí	exact
peannaid	noun	aithrí, leorghníomh.	aithrí, leorghníomh	exact
peannaid	noun	aithrí, leorghníomh.	pian	none
peannaid	noun	aithrí, leorghníomh.	pionós	none
peannaid	noun	pian.	aithrí, leorghníomh	none
peannaid	noun	pian.	pian	exact
peannaid	noun	pian.	pionós	none
peannaid	noun	pionós.	aithrí, leorghníomh	none
peannaid	noun	pionós.	pian	none
peannaid	noun	pionós.	pionós	exact
pionós	noun	breithiúnas a leagtar ar dhuine mar gheall ar olc nó ar choir éigin (pionós báis).	breithiúnas a leagtar ar dhuine mar gheall ar olc nó ar choir éigin	exact
pionós	noun	breithiúnas a leagtar ar dhuine mar gheall ar olc nó ar choir éigin (pionós báis).	crá croí	none
pionós	noun	crá croí (is mór an pionós é).	breithiúnas a leagtar ar dhuine mar gheall ar olc nó ar choir éigin	none
pionós	noun	crá croí (is mór an pionós é).	crá croí	exact
breithiúnas	noun	cinneadh cúise i gcúirt.	cinneadh cúise i gcúirt	exact
breithiúnas	noun	cinneadh cúise i gcúirt.	tuairim mheáite as fianaise	none
breithiúnas	noun	tuairim mheáite as fianaise.	cinneadh cúise i gcúirt	none
breithiúnas	noun	tuairim mheáite as fianaise.	tuairim mheáite as fianaise	exact
cinneadh	noun	socrú, beartú, ceapadh (cinneadh ar lá, ar rud a dhéanamh).	socrú, beartú, ceapadh	exact
aoinne	noun	aon duine, duine ar bith.	aon duine	exact
aoinne	noun	éinne	aon duine	narrower
cúirt	noun	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar.	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar	exact
cúirt	noun	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar.	teach cúirte	none
cúirt	noun	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar.	pálás rí nó banríona	none
cúirt	noun	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar.	mainéar, teach mór	none
cúirt	noun	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar.	spás atá iata isteach ag foirgnimh	none
cúirt	noun	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar.	réileán imeartha	none
cúirt	noun	teach cúirte.	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar	none
cúirt	noun	teach cúirte.	teach cúirte	exact
cúirt	noun	teach cúirte.	pálás rí nó banríona	none
cúirt	noun	teach cúirte.	mainéar, teach mór	none
cúirt	noun	teach cúirte.	spás atá iata isteach ag foirgnimh	none
cúirt	noun	teach cúirte.	réileán imeartha	none
cúirt	noun	pálás rí nó banríona (cúirt ríoga).	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar	none
cúirt	noun	pálás rí nó banríona (cúirt ríoga).	teach cúirte	none
cúirt	noun	pálás rí nó banríona (cúirt ríoga).	pálás rí nó banríona	exact
cúirt	noun	pálás rí nó banríona (cúirt ríoga).	mainéar, teach mór	none
cúirt	noun	pálás rí nó banríona (cúirt ríoga).	spás atá iata isteach ag foirgnimh	none
cúirt	noun	pálás rí nó banríona (cúirt ríoga).	réileán imeartha	none
cúirt	noun	mainéar, teach mór.	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar	none
cúirt	noun	mainéar, teach mór.	teach cúirte	none
cúirt	noun	mainéar, teach mór.	pálás rí nó banríona	none
cúirt	noun	mainéar, teach mór.	mainéar, teach mór	exact
cúirt	noun	mainéar, teach mór.	spás atá iata isteach ag foirgnimh	none
cúirt	noun	mainéar, teach mór.	réileán imeartha	none
cúirt	noun	spás atá iata isteach ag foirgnimh (cúirt caisleáin).	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar	none
cúirt	noun	spás atá iata isteach ag foirgnimh (cúirt caisleáin).	teach cúirte	none
cúirt	noun	spás atá iata isteach ag foirgnimh (cúirt caisleáin).	pálás rí nó banríona	none
cúirt	noun	spás atá iata isteach ag foirgnimh (cúirt caisleáin).	mainéar, teach mór	none
cúirt	noun	spás atá iata isteach ag foirgnimh (cúirt caisleáin).	spás atá iata isteach ag foirgnimh	exact
cúirt	noun	spás atá iata isteach ag foirgnimh (cúirt caisleáin).	réileán imeartha	none
cúirt	noun	réileán imeartha (cúirt leadóige).	cruinniú idir breitheamh agus lucht dlí leis an dlí a riar	none
cúirt	noun	réileán imeartha (cúirt leadóige).	teach cúirte	none
cúirt	noun	réileán imeartha (cúirt leadóige).	pálás rí nó banríona	none
cúirt	noun	réileán imeartha (cúirt leadóige).	mainéar, teach mór	none
cúirt	noun	réileán imeartha (cúirt leadóige).	spás atá iata isteach ag foirgnimh	none
cúirt	noun	réileán imeartha (cúirt leadóige).	réileán imeartha	exact
prionsabal	noun	fírinne bhunúsach, dlí ginearálta.	fírinne bhunúsach, dlí ginearálta	exact
prionsabal	noun	fírinne bhunúsach, dlí ginearálta.	caighdeán onóra nó ionracais	none
prionsabal	noun	caighdeán onóra nó ionracais (fear gan phrionsabal).	fírinne bhunúsach, dlí ginearálta	none
prionsabal	noun	caighdeán onóra nó ionracais (fear gan phrionsabal).	caighdeán onóra nó ionracais	exact
fírinne	noun	ráiteas fíor.	ráiteas fíor	exact
fírinne	noun	ráiteas fíor.	na fíricí glana	none
fírinne	noun	ráiteas fíor.	airteagal creidimh	none
fírinne	noun	Na fíricí glana.	ráiteas fíor	none
fírinne	noun	Na fíricí glana.	na fíricí glana	exact
fírinne	noun	Na fíricí glana.	airteagal creidimh	none
fírinne	noun	airteagal creidimh.	ráiteas fíor	none
fírinne	noun	airteagal creidimh.	na fíricí glana	none
fírinne	noun	airteagal creidimh.	airteagal creidimh	exact
puchóid	noun	at beag ar an gcraiceann agus barr braonach air. Catagóir:Bríonna de dhíth	at beag ar an gcraiceann agus barr braonach air	exact
fachnaoid	noun	magadh, fonóid	magadh, fonóid	exact
breosla	noun	Ábhar tine nó teasa ar nós gual nó móin nó ola nó gás. Catagóir:Bríonna de dhíth	ábhar tine nó teasa ar nós gual nó móin nó ola nó gás	exact
bodhrán	noun	uirlis ceoil ar nós druma.	druma beag agus craiceann ar thaobh amháin de	broader
simléar	noun	structúr ar bharr foirgnimh a ligean do dheatach ó thine éalú.	poll éalaithe do dheatach as tinteán, foirnéis etc.	exact
